学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩
杜峰,计算机科学与技术,1,女,61,86,94,1,0,1,66.67,79,84,78.18,78,78.05
刘秀英,电子信息工程,3,男,89,69,93,1,1,1,100.0,94,91,91.35,75,79.9
何兰英,英语,4,男,73,78,100,1,1,1,100.0,79,82,85.35,72,76.0
刘成,金融学,2,女,82,79,76,1,0,1,66.67,71,100,79.78,90,86.93
郭宇,会计学,1,女,95,71,84,1,1,1,100.0,75,70,81.25,97,92.28
莫军,英语,1,男,65,60,93,1,1,1,100.0,89,96,88.05,86,86.62
俞建国,会计学,4,女,68,75,62,0,0,1,33.33,89,71,67.17,69,68.45
李柳,计算机科学与技术,3,女,100,95,84,1,1,1,100.0,74,97,90.65,60,69.19
姚佳,英语,1,女,89,78,67,1,1,1,100.0,86,77,84.15,84,84.04
王志强,金融学,4,女,94,95,62,1,1,1,100.0,92,70,85.6,86,85.88
孙柳,金融学,1,男,77,75,96,1,1,1,100.0,77,79,83.8,65,70.64
朱东,金融学,3,男,73,99,78,1,1,1,100.0,89,80,87.25,91,89.88
陈凤英,金融学,3,女,78,85,68,1,1,1,100.0,73,95,85.1,74,77.33
滕丽娟,金融学,2,男,72,62,83,1,0,1,66.67,87,82,77.28,89,85.48
刘云,英语,4,女,65,68,80,1,1,1,100.0,93,82,85.05,73,76.61
袁秀梅,金融学,2,男,79,82,86,1,1,1,100.0,89,76,85.95,72,76.18
李军,英语,4,男,99,63,95,1,1,1,100.0,73,71,81.7,79,79.81
戴帆,计算机科学与技术,1,男,78,90,91,1,1,1,100.0,80,81,86.15,94,91.64
郭建国,电子信息工程,3,女,95,87,81,1,0,0,33.33,95,81,76.97,85,82.59
徐静,电子信息工程,3,男,68,79,99,1,1,0,66.67,72,87,77.68,65,68.8
符志强,英语,3,男,94,73,86,1,1,1,100.0,98,95,93.55,70,77.06
陈丽丽,会计学,3,男,99,63,74,1,1,1,100.0,87,81,85.6,82,83.08
顾军,会计学,1,女,89,83,82,1,1,1,100.0,80,72,83.4,78,79.62
胡秀珍,金融学,2,男,79,67,94,1,0,1,66.67,93,83,81.33,77,78.3
周丹,电子信息工程,3,男,95,97,61,1,1,1,100.0,70,84,83.8,72,75.54
王建国,电子信息工程,2,男,96,60,97,1,1,1,100.0,94,91,91.55,69,75.76
孙浩,计算机科学与技术,4,男,94,72,71,1,1,1,100.0,79,93,86.7,99,95.31
王帆,电子信息工程,2,男,65,63,83,1,1,1,100.0,72,70,76.6,79,78.28
周洁,电子信息工程,1,男,96,84,60,1,1,1,100.0,83,74,83.25,82,82.38
刘凯,计算机科学与技术,4,男,100,99,83,1,1,1,100.0,97,93,95.7,83,86.81
徐凤英,计算机科学与技术,2,女,91,86,60,1,1,1,100.0,98,76,87.2,66,72.36
崔琴,电子信息工程,4,女,62,65,73,1,1,1,100.0,97,88,86.25,83,83.98
李艳,金融学,1,女,64,67,84,1,1,1,100.0,84,71,80.25,94,89.88
段建军,金融学,4,男,65,70,66,1,1,1,100.0,90,77,81.85,78,79.15
冯玉英,会计学,2,女,94,70,67,1,1,1,100.0,73,73,79.6,77,77.78
熊红,电子信息工程,1,女,95,78,89,1,1,1,100.0,89,82,88.95,75,79.18
伍建军,英语,2,女,86,74,71,1,1,1,100.0,79,73,81.1,98,92.93
赵辉,会计学,3,女,76,97,69,1,1,1,100.0,93,75,86.2,89,88.16
李玉珍,计算机科学与技术,4,女,92,92,86,0,1,1,66.67,91,84,84.08,93,90.32
龚英,金融学,3,女,63,60,66,1,1,1,100.0,79,83,79.4,84,82.62
谢瑞,电子信息工程,1,男,90,61,70,1,1,1,100.0,97,85,87.6,95,92.78
余小红,英语,1,女,79,85,72,1,1,1,100.0,74,90,84.6,89,87.68
王秀珍,金融学,3,男,82,65,71,1,1,1,100.0,84,96,86.8,84,84.84
宋莉,英语,3,女,79,98,63,1,1,1,100.0,72,81,82.25,93,89.78
陈秀兰,计算机科学与技术,2,男,96,98,68,1,1,1,100.0,89,75,87.2,71,75.86
何瑞,电子信息工程,4,男,80,69,79,1,1,1,100.0,78,86,83.8,90,88.14
张秀华,金融学,2,男,70,83,91,1,1,1,100.0,87,87,87.9,67,73.27
萧霞,英语,3,女,60,99,63,1,0,0,33.33,74,72,65.37,61,62.31
胡倩,会计学,4,男,66,78,69,1,0,0,33.33,82,82,68.97,94,86.49
林俊,计算机科学与技术,3,男,85,62,69,1,1,1,100.0,90,74,82.6,72,75.18
韩强,会计学,4,女,62,95,69,1,1,1,100.0,72,87,82.35,69,73.0
唐秀华,金融学,1,男,97,71,79,1,1,1,100.0,83,100,90.45,64,71.94
刘霞,计算机科学与技术,4,女,66,77,95,1,1,0,66.67,81,71,75.13,86,82.74
项宇,金融学,4,男,77,72,80,1,0,1,66.67,73,71,72.23,89,83.97
刘荣,计算机科学与技术,2,女,75,74,85,1,0,0,33.33,78,70,67.07,80,76.12
傅佳,计算机科学与技术,3,女,85,77,72,1,1,1,100.0,81,94,87.15,84,84.94
张想,电子信息工程,3,女,66,81,63,1,1,1,100.0,87,89,85.0,69,73.8
周鑫,英语,1,女,80,67,78,1,1,1,100.0,83,80,83.25,86,85.18
彭建,电子信息工程,1,女,63,64,66,1,1,1,100.0,98,85,85.05,71,75.21
黄琳,金融学,1,女,92,89,77,0,1,1,66.67,92,78,81.63,92,88.89
周燕,会计学,2,女,88,78,71,1,1,1,100.0,79,95,87.2,90,89.16
杨雪,电子信息工程,1,男,85,85,80,1,1,1,100.0,75,96,87.75,65,71.82
郑博,电子信息工程,1,女,98,65,98,1,0,1,66.67,79,85,80.43,95,90.63
杨慧,金融学,3,男,64,84,81,1,1,1,100.0,74,97,85.65,62,69.1
朱金凤,英语,2,男,86,83,72,1,1,1,100.0,97,94,91.85,70,76.55
赵秀荣,计算机科学与技术,1,男,86,83,62,1,1,1,100.0,98,73,85.85,66,71.96
王娜,英语,1,男,100,84,63,1,1,1,100.0,100,97,93.95,74,79.98
沈秀英,金融学,4,男,61,91,70,1,1,0,66.67,100,90,83.03,86,85.11
陶杨,英语,4,男,65,73,93,1,1,1,100.0,82,100,88.6,86,86.78
陈欢,金融学,1,女,82,80,72,1,1,1,100.0,81,83,84.4,61,68.02
白桂荣,计算机科学与技术,4,女,63,98,62,1,1,1,100.0,71,75,78.8,83,81.74
窦欢,电子信息工程,4,女,82,79,69,1,1,1,100.0,88,82,85.5,60,67.65
崔峰,会计学,1,男,78,72,61,1,1,1,100.0,71,74,77.35,74,75.0
张丽,计算机科学与技术,1,女,91,79,96,1,1,1,100.0,89,87,90.6,64,71.98
张玉,会计学,1,男,66,96,76,0,1,0,33.33,73,92,71.72,84,80.32
牛婷婷,电子信息工程,2,女,94,77,97,1,1,1,100.0,77,71,83.8,81,81.84
王凤英,计算机科学与技术,3,男,100,74,93,1,1,1,100.0,77,81,86.2,76,79.06
蒋凯,会计学,1,女,95,70,99,1,0,0,33.33,74,73,69.82,79,76.25
魏秀珍,电子信息工程,2,男,63,65,85,1,1,1,100.0,72,91,82.05,85,84.12
郑博,计算机科学与技术,3,男,67,85,92,1,1,1,100.0,97,77,87.9,65,71.87
吴辉,电子信息工程,2,女,99,82,70,1,0,1,66.67,89,96,84.68,94,91.2
吴林,计算机科学与技术,1,女,97,64,94,1,1,1,100.0,86,81,87.25,64,70.97
李丽,电子信息工程,2,男,65,79,65,1,1,1,100.0,77,84,81.15,100,94.34
夏荣,电子信息工程,4,女,94,86,84,1,1,1,100.0,84,75,86.15,77,79.74
周雪,会计学,4,男,97,74,70,1,1,1,100.0,85,79,85.1,84,84.33
张华,英语,2,男,98,90,82,1,1,1,100.0,96,98,95.5,77,82.55
唐玉梅,会计学,2,女,70,86,95,1,1,1,100.0,82,84,86.6,96,93.18
何玉梅,会计学,1,男,97,61,71,1,1,1,100.0,82,86,84.9,96,92.67
阙洁,英语,3,男,64,85,84,0,1,0,33.33,74,82,68.97,71,70.39
杨琳,英语,4,女,73,62,89,1,1,1,100.0,96,74,84.9,62,68.87
陈晶,会计学,4,女,70,73,89,1,1,0,66.67,74,86,76.53,95,89.46
易桂香,英语,4,女,78,80,87,1,1,1,100.0,97,78,88.25,89,88.78
葛阳,金融学,3,女,71,65,100,1,1,1,100.0,74,74,80.6,71,73.88
韦建,电子信息工程,4,男,80,77,80,1,1,1,100.0,83,83,85.2,87,86.46
赵桂芝,英语,4,女,98,69,63,1,1,1,100.0,99,100,92.75,77,81.72
张淑珍,计算机科学与技术,2,女,81,96,61,1,1,1,100.0,84,73,83.05,86,85.12
李静,英语,1,女,70,90,68,1,1,1,100.0,92,75,84.55,73,76.46
周雷,英语,4,女,65,60,86,1,1,1,100.0,90,77,82.85,89,87.16
章军,电子信息工程,1,男,64,71,63,1,0,1,66.67,96,88,79.13,88,85.34
王刚,英语,4,女,72,84,88,1,1,0,66.67,95,98,85.98,68,73.39
白秀珍,会计学,3,女,93,83,84,0,1,1,66.67,86,85,82.08,60,66.62
奉岩,会计学,2,男,88,87,65,1,1,1,100.0,91,100,91.75,85,87.02
李凯,英语,4,男,63,66,94,1,0,1,66.67,81,70,73.38,75,74.51
康健,电子信息工程,1,女,83,67,80,1,1,1,100.0,78,82,83.0,95,91.4
朱刚,计算机科学与技术,1,女,68,99,71,1,1,1,100.0,96,73,86.05,78,80.41
刘莹,计算机科学与技术,2,女,82,86,64,1,1,1,100.0,73,75,80.2,68,71.66
白丽华,会计学,1,女,91,83,78,1,1,1,100.0,95,90,91.45,88,89.04
余桂英,会计学,4,女,62,61,93,1,1,1,100.0,71,92,82.35,73,75.8
郑杨,计算机科学与技术,3,男,65,86,88,1,1,1,100.0,86,84,86.4,79,81.22
刘秀荣,金融学,3,女,77,60,72,1,1,0,66.67,89,99,81.23,94,90.17
王瑜,计算机科学与技术,1,女,77,70,91,1,1,1,100.0,81,71,81.8,93,89.64
辛慧,会计学,4,男,70,99,83,1,1,1,100.0,97,81,89.7,65,72.41
张强,计算机科学与技术,1,女,81,86,85,1,1,1,100.0,77,70,81.95,68,72.18
李晨,计算机科学与技术,1,男,79,83,63,1,1,1,100.0,80,77,81.75,74,76.32
谢晶,计算机科学与技术,2,女,83,68,95,1,1,1,100.0,83,93,88.6,67,73.48
江兵,电子信息工程,1,女,96,73,77,1,1,0,66.67,75,99,81.43,86,84.63
陈敏,金融学,1,男,86,85,70,1,1,0,66.67,88,73,77.68,98,91.9
郭辉,英语,3,女,75,80,73,1,1,1,100.0,72,78,80.3,90,87.09
王浩,会计学,3,女,63,68,65,1,1,1,100.0,93,94,86.35,73,77.0
胡勇,会计学,1,女,99,73,69,1,0,1,66.67,98,78,81.43,90,87.43
江小红,英语,3,男,68,83,89,1,1,1,100.0,94,99,92.25,97,95.57
方平,电子信息工程,2,女,73,90,91,1,1,1,100.0,98,97,94.15,68,75.84
宁春梅,英语,1,女,85,85,64,1,1,1,100.0,70,87,82.65,61,67.5
蒋亮,计算机科学与技术,3,男,68,98,87,1,1,1,100.0,73,76,82.55,70,73.76
苏龙,电子信息工程,1,男,68,69,85,1,0,0,33.33,71,91,69.37,75,73.31
张静,金融学,4,男,80,74,77,1,1,1,100.0,76,82,82.6,62,68.18
周亮,英语,3,男,84,65,97,1,1,1,100.0,91,70,84.85,90,88.45
袁斌,计算机科学与技术,4,女,100,82,68,1,1,1,100.0,87,96,90.75,80,83.22
黄敏,计算机科学与技术,3,女,69,70,66,1,0,1,66.67,93,71,74.83,90,85.45
马波,电子信息工程,2,女,85,97,71,1,1,1,100.0,96,74,87.8,83,84.44
陈琳,计算机科学与技术,3,女,99,74,79,1,1,1,100.0,84,80,86.2,91,89.56
许霞,计算机科学与技术,4,女,87,80,91,1,1,1,100.0,93,92,92.05,100,97.62
鲍霞,电子信息工程,3,男,70,85,73,1,1,1,100.0,86,72,82.3,84,83.49
李秀英,电子信息工程,3,男,87,63,67,1,0,1,66.67,88,74,75.53,68,70.26
陈亮,会计学,4,男,79,70,73,0,1,1,66.67,79,88,77.28,100,93.18
童建,电子信息工程,4,女,65,66,93,1,1,1,100.0,74,73,79.15,83,81.84
梅荣,计算机科学与技术,3,男,84,82,94,1,1,0,66.67,88,93,84.58,69,73.67
马秀珍,电子信息工程,1,男,81,98,84,1,1,1,100.0,77,84,86.55,85,85.46
周小红,金融学,1,男,97,95,84,1,1,1,100.0,90,98,94.6,90,91.38
姚慧,计算机科学与技术,2,男,65,100,86,1,1,1,100.0,100,92,93.1,64,72.73
刘兰英,电子信息工程,2,女,62,63,88,1,1,1,100.0,89,93,86.8,99,95.34
林琳,金融学,4,女,73,64,92,1,1,1,100.0,91,92,88.65,72,77.0
王玉珍,金融学,1,女,100,80,62,0,0,1,33.33,79,89,72.87,94,87.66
印淑珍,计算机科学与技术,2,女,93,79,71,1,1,1,100.0,74,77,82.05,72,75.02
云华,英语,3,女,95,69,87,1,1,1,100.0,85,93,89.6,87,87.78
陆琳,计算机科学与技术,4,男,89,77,74,1,1,1,100.0,92,82,87.5,89,88.55
陈英,计算机科学与技术,4,女,88,72,85,1,1,1,100.0,94,84,89.0,62,70.1
阳桂荣,会计学,2,男,90,78,82,1,1,1,100.0,88,96,91.0,79,82.6
熊建国,计算机科学与技术,1,男,96,67,98,1,0,1,66.67,88,76,80.43,78,78.73
张志强,英语,3,女,67,97,60,1,1,1,100.0,88,94,87.9,95,92.87
赵桂花,金融学,3,女,85,95,87,1,1,1,100.0,73,83,85.7,90,88.71
罗玉,会计学,2,男,78,86,94,1,1,1,100.0,98,94,93.8,76,81.34
刘辉,电子信息工程,4,男,72,68,98,1,1,1,100.0,91,72,84.55,79,80.66
王帆,金融学,3,女,95,60,71,1,0,0,33.33,81,80,69.52,73,71.96
周云,计算机科学与技术,4,男,70,89,80,1,1,1,100.0,71,94,85.15,95,92.04
庄冬梅,计算机科学与技术,3,女,85,98,70,1,1,1,100.0,87,80,87.05,97,94.01
刘波,会计学,1,男,99,79,73,0,1,1,66.67,73,74,75.18,84,81.35
林淑兰,计算机科学与技术,2,男,81,76,71,1,1,1,100.0,92,71,83.55,79,80.36
蒋志强,计算机科学与技术,4,女,86,98,78,1,1,1,100.0,89,75,87.2,97,94.06
田红梅,金融学,1,男,64,69,60,0,1,1,66.67,97,70,74.38,73,73.41
陈凤英,英语,1,男,90,72,70,1,1,1,100.0,93,91,89.2,81,83.46
胡宇,会计学,4,女,82,97,65,1,1,1,100.0,77,72,81.65,79,79.8
傅雪梅,计算机科学与技术,1,女,80,67,75,1,1,1,100.0,90,87,86.45,71,75.63
张淑兰,英语,1,男,91,89,81,1,1,1,100.0,70,86,85.1,78,80.13
林红霞,英语,2,女,65,62,70,1,1,1,100.0,70,100,82.2,92,89.06
陈岩,电子信息工程,2,女,81,75,90,0,1,1,66.67,93,86,82.68,79,80.1
易芳,计算机科学与技术,3,女,88,98,72,1,1,1,100.0,91,80,88.55,98,95.16
徐琴,金融学,3,男,79,82,86,1,0,1,66.67,80,84,79.03,66,69.91
但璐,英语,3,男,70,75,60,1,1,1,100.0,100,74,84.0,68,72.8
张秀荣,英语,3,男,86,95,72,1,1,1,100.0,76,97,88.55,80,82.56
鲍想,金融学,3,女,100,90,77,0,1,1,66.67,88,95,85.78,97,93.63
刘英,电子信息工程,4,男,98,75,89,1,1,0,66.67,76,73,76.78,86,83.23
李峰,电子信息工程,2,女,71,72,63,1,1,1,100.0,94,100,89.1,74,78.53
曾玉珍,金融学,2,女,98,64,100,1,1,1,100.0,80,82,86.7,64,70.81
李丽华,金融学,4,女,93,80,72,1,1,1,100.0,96,91,91.25,69,75.68
王欣,会计学,3,女,85,95,82,1,1,0,66.67,73,86,79.28,89,86.08
曾文,会计学,3,女,87,70,73,1,1,1,100.0,78,72,80.5,100,94.15
周建军,计算机科学与技术,2,男,74,63,65,0,1,1,66.67,74,97,76.28,97,90.78
李杰,会计学,4,男,80,98,64,1,1,1,100.0,75,95,86.7,94,91.81
杨明,会计学,2,女,87,78,84,1,1,1,100.0,73,99,87.9,63,70.47
刘杨,英语,3,女,81,98,97,1,1,1,100.0,99,89,94.6,66,74.58
王桂珍,电子信息工程,1,男,82,61,63,1,1,1,100.0,81,95,84.6,99,94.68
张刚,会计学,1,男,66,90,98,1,1,1,100.0,82,97,90.15,100,97.04
李小红,英语,1,女,73,84,64,1,1,1,100.0,81,95,86.1,74,77.63
李伟,英语,2,男,84,84,84,1,1,1,100.0,75,85,85.2,81,82.26
刘想,电子信息工程,3,女,93,83,75,1,1,0,66.67,80,87,80.18,96,91.25
管宁,英语,3,女,78,91,65,1,1,0,66.67,77,91,78.73,87,84.52
张辉,会计学,2,女,61,67,84,1,1,1,100.0,95,80,84.95,86,85.68
李霞,会计学,3,女,92,64,93,1,1,1,100.0,97,73,87.4,85,85.72
孙英,英语,3,男,86,63,99,1,1,1,100.0,98,98,93.8,88,89.74
赖静,英语,4,男,62,83,62,1,1,1,100.0,76,94,83.2,79,80.26
高洋,电子信息工程,4,男,84,92,60,0,1,0,33.33,71,87,69.77,88,82.53
段慧,金融学,4,女,78,62,90,1,0,1,66.67,89,86,80.08,71,73.72
朱超,英语,1,男,69,98,90,1,1,1,100.0,90,99,92.95,77,81.78
赵平,计算机科学与技术,4,男,69,71,65,1,1,1,100.0,86,72,80.0,100,94.0
刘凯,会计学,1,女,65,83,60,1,1,0,66.67,83,88,76.88,71,72.76
张建华,英语,2,男,79,86,82,1,1,1,100.0,72,77,81.95,100,94.58
周凯,电子信息工程,2,男,75,77,90,1,1,1,100.0,78,85,84.95,83,83.58
金云,计算机科学与技术,3,女,95,70,80,1,1,1,100.0,81,76,83.75,63,69.22
王桂花,英语,3,女,72,80,81,1,1,0,66.67,97,89,83.13,64,69.74
师婷,计算机科学与技术,4,女,95,98,85,1,1,0,66.67,71,84,79.88,96,91.16
王坤,金融学,3,女,98,80,71,1,0,1,66.67,88,77,79.48,60,65.84
喻桂香,金融学,1,女,81,88,95,1,1,1,100.0,85,95,91.4,97,95.32
刘涛,英语,1,男,91,89,61,1,1,1,100.0,99,70,86.35,79,81.2
郑静,电子信息工程,2,男,81,94,75,1,1,1,100.0,76,97,88.25,60,68.47
彭桂英,英语,1,女,77,61,79,1,1,1,100.0,98,79,85.95,69,74.08
曹燕,会计学,4,女,87,86,99,1,1,1,100.0,70,96,88.7,87,87.51
陈健,英语,2,女,75,95,69,1,1,1,100.0,71,83,82.4,77,78.62
李坤,电子信息工程,4,男,79,62,66,1,1,1,100.0,74,70,76.7,63,67.11
陈梅,英语,4,女,68,98,79,0,1,1,66.67,85,80,79.08,86,83.92
李彬,电子信息工程,2,男,67,77,62,1,1,1,100.0,96,97,88.85,71,76.35
赵波,会计学,3,男,79,80,66,1,1,1,100.0,100,77,86.75,71,75.72
杨岩,英语,4,女,99,91,65,1,1,1,100.0,83,85,87.5,72,76.65
王帅,金融学,2,男,69,63,94,1,1,1,100.0,93,84,86.85,65,71.55
王建,电子信息工程,2,男,60,85,78,1,1,1,100.0,100,91,90.05,86,87.21
赵建华,计算机科学与技术,2,女,75,71,83,1,1,1,100.0,88,77,84.15,99,94.54
边佳,金融学,4,女,92,67,86,1,1,1,100.0,91,85,88.5,91,90.25
张浩,会计学,2,女,70,95,98,1,1,1,100.0,82,84,87.8,93,91.44
沈凯,英语,4,男,85,89,72,0,1,1,66.67,100,96,86.93,70,75.08
马桂芳,计算机科学与技术,4,女,82,71,64,1,1,1,100.0,100,99,91.45,99,96.74
陈建华,电子信息工程,1,女,69,72,74,1,0,1,66.67,70,98,76.83,97,90.95
谭建平,电子信息工程,1,女,61,93,68,1,1,0,66.67,89,78,77.28,94,88.98
冯欣,金融学,2,女,89,84,67,1,1,1,100.0,89,90,88.75,67,73.53
杨强,金融学,4,女,78,87,96,1,1,1,100.0,97,91,93.1,99,97.23
毛宁,会计学,3,男,86,81,64,1,1,1,100.0,84,85,85.35,95,92.1
潘秀华,英语,4,女,86,75,77,1,0,1,66.67,88,91,81.88,69,72.86
彭秀英,计算机科学与技术,1,女,78,94,66,1,1,1,100.0,86,98,89.8,94,92.74
陆建华,会计学,3,女,91,81,83,1,1,1,100.0,89,87,89.5,82,84.25
魏辉,金融学,4,男,85,85,68,1,1,0,66.67,74,97,79.88,70,72.96
韩淑华,英语,1,男,98,69,83,0,1,1,66.67,96,89,84.58,80,81.37
游桂花,计算机科学与技术,3,女,60,63,85,1,1,1,100.0,95,91,87.3,60,68.19
顾玉珍,英语,2,女,73,95,63,1,1,1,100.0,70,99,85.35,67,72.5
徐刚,电子信息工程,2,女,69,73,71,1,1,1,100.0,79,79,80.8,92,88.64
章瑜,电子信息工程,2,女,76,94,60,1,1,1,100.0,91,96,89.75,60,68.92
阮丽娟,计算机科学与技术,4,男,77,76,98,1,0,1,66.67,88,97,84.68,99,94.7
赵琳,计算机科学与技术,3,男,62,80,70,1,0,1,66.67,78,97,78.28,82,80.88
尹刚,金融学,3,女,100,66,94,1,1,1,100.0,81,73,84.5,68,72.95
许桂花,金融学,1,女,74,92,96,1,1,1,100.0,96,76,89.2,66,72.96
徐红霞,电子信息工程,4,女,61,75,77,1,1,1,100.0,95,85,86.3,100,95.89
顾冬梅,计算机科学与技术,3,女,62,75,99,1,0,1,66.67,76,92,78.93,75,76.18
王云,电子信息工程,2,女,93,84,66,1,1,1,100.0,74,82,83.3,75,77.49
岑飞,电子信息工程,3,女,80,69,64,0,1,1,66.67,87,92,79.38,71,73.51
宋超,电子信息工程,4,女,60,80,66,1,1,0,66.67,84,93,78.18,91,87.15
李桂英,英语,3,男,100,71,94,0,1,1,66.67,89,70,79.58,92,88.27
丁慧,会计学,2,男,79,78,74,1,1,1,100.0,82,86,85.1,70,74.53
吴淑珍,计算机科学与技术,2,男,75,70,62,1,1,1,100.0,77,98,84.45,82,82.74
牛亮,电子信息工程,1,女,65,63,76,0,1,1,66.67,76,76,71.73,73,72.62
孟丽华,计算机科学与技术,3,男,76,86,95,1,1,1,100.0,74,82,84.7,84,84.21
唐娜,会计学,3,男,80,98,83,1,1,1,100.0,97,72,88.35,88,88.1
白荣,电子信息工程,2,女,87,72,92,1,1,1,100.0,78,81,84.85,99,94.76
周玉兰,英语,3,女,92,67,67,0,1,1,66.67,100,70,78.43,98,92.13
蒲淑珍,电子信息工程,2,女,87,83,88,1,1,1,100.0,84,98,91.3,65,72.89
卢丹丹,金融学,3,男,97,83,72,1,1,1,100.0,80,77,84.45,91,89.04
熊梅,电子信息工程,3,男,90,85,60,1,1,1,100.0,96,95,91.25,69,75.68
胡晨,金融学,2,男,72,64,68,1,0,1,66.67,86,86,76.73,89,85.32
李莉,英语,4,女,76,81,78,1,1,1,100.0,77,80,82.75,63,68.92
赵秀华,电子信息工程,4,女,70,68,65,1,1,1,100.0,95,82,84.55,76,78.56
萧阳,电子信息工程,4,女,83,86,66,1,1,0,66.67,98,87,83.08,95,91.42
徐涛,金融学,2,女,80,76,95,1,1,1,100.0,88,78,86.6,70,74.98
吴建军,会计学,3,女,72,98,60,1,1,0,66.67,89,81,78.83,60,65.65
蒋云,英语,1,男,86,82,84,1,1,1,100.0,85,100,91.45,63,71.54
王玉华,电子信息工程,2,女,92,85,83,1,1,1,100.0,96,87,91.75,100,97.52
刘桂珍,会计学,1,男,83,98,75,1,1,1,100.0,89,91,90.6,70,76.18
田丽丽,会计学,4,男,75,97,93,1,1,1,100.0,88,82,89.0,63,70.8
王红,会计学,4,男,68,65,61,1,1,1,100.0,96,87,85.15,67,72.44
郭淑珍,会计学,1,女,80,90,66,1,1,1,100.0,80,82,84.1,77,79.13
石娜,计算机科学与技术,3,男,80,65,94,1,1,1,100.0,89,78,85.65,85,85.2
吴文,电子信息工程,2,女,80,73,89,1,1,1,100.0,79,86,85.45,84,84.44
冯帆,英语,1,男,87,80,87,1,1,1,100.0,78,73,83.15,86,85.14
李利,电子信息工程,3,男,97,95,87,1,1,1,100.0,95,74,90.15,99,96.34
卜丽丽,计算机科学与技术,4,男,75,98,62,1,1,1,100.0,90,73,84.25,82,82.68
蔡丹,英语,3,女,80,60,92,1,1,1,100.0,87,86,86.45,93,91.04
李丽娟,会计学,2,男,77,80,79,1,1,1,100.0,81,79,83.6,76,78.28
王建军,英语,3,男,95,97,82,0,1,1,66.67,80,96,84.73,91,89.12
张旭,电子信息工程,3,女,83,72,73,1,1,1,100.0,94,94,89.8,90,89.94
徐雪梅,英语,3,女,69,99,78,1,1,1,100.0,94,74,86.6,76,79.18
苏秀芳,英语,4,男,85,83,63,1,1,1,100.0,87,88,86.85,94,91.85
戴兵,会计学,3,男,80,63,62,1,1,1,100.0,73,78,78.25,61,66.18
周桂珍,计算机科学与技术,2,女,87,71,67,1,0,1,66.67,85,98,81.58,96,91.67
卢冬梅,会计学,2,男,65,63,69,1,1,1,100.0,93,86,84.45,64,70.13
程凯,电子信息工程,4,女,73,74,85,1,1,1,100.0,91,87,87.7,69,74.61
魏英,计算机科学与技术,3,女,71,84,69,1,1,1,100.0,71,77,79.4,86,84.02
谢瑞,计算机科学与技术,3,女,74,95,60,0,1,1,66.67,99,89,83.23,87,85.87
刘秀华,会计学,1,男,86,72,68,1,1,1,100.0,80,97,86.85,68,73.65
朱建国,计算机科学与技术,3,男,79,83,93,1,1,1,100.0,87,87,89.0,81,83.4
刘凤兰,金融学,3,女,64,95,100,1,1,1,100.0,75,92,87.65,94,92.1
逯健,会计学,3,女,100,66,68,1,1,1,100.0,84,93,87.65,89,88.6
谢秀云,计算机科学与技术,3,女,76,72,64,1,1,1,100.0,86,71,80.45,82,81.54
佘辉,电子信息工程,1,男,92,82,91,1,0,1,66.67,91,78,82.08,95,91.12
吴红霞,计算机科学与技术,1,女,67,96,61,1,1,1,100.0,98,86,88.4,72,76.92
王宇,英语,4,女,85,76,85,1,1,1,100.0,74,88,85.1,60,67.53
姜玉英,电子信息工程,3,女,88,98,83,1,1,1,100.0,83,98,92.15,84,86.44
欧云,会计学,1,女,75,86,97,1,1,1,100.0,85,88,89.05,80,82.72
祖璐,会计学,3,男,82,93,61,1,1,1,100.0,81,82,84.35,95,91.8
李秀荣,计算机科学与技术,2,男,93,91,79,1,1,1,100.0,82,78,86.3,83,83.99
许璐,电子信息工程,2,女,71,93,63,1,1,1,100.0,73,91,83.7,98,93.71
储丽丽,电子信息工程,1,女,100,76,65,1,1,1,100.0,70,79,81.35,71,74.1
陈海燕,金融学,4,女,81,74,66,1,1,1,100.0,74,75,79.35,88,85.4
谢洋,会计学,4,男,65,82,72,1,1,1,100.0,71,74,78.15,96,90.64
陈华,电子信息工程,2,男,100,99,79,1,0,1,66.67,82,79,81.38,78,79.01
王莹,英语,2,女,64,62,71,1,1,0,66.67,73,95,75.03,81,79.21
赖俊,金融学,4,男,78,76,96,1,1,1,100.0,89,100,92.25,91,91.38
林晶,电子信息工程,2,男,77,70,79,1,1,1,100.0,84,75,82.35,89,87.0
王凤兰,会计学,2,男,95,82,70,1,1,1,100.0,72,93,85.95,62,69.18
潘帅,会计学,3,女,94,79,72,1,1,1,100.0,72,97,86.75,74,77.82
王丹,电子信息工程,1,男,71,76,86,1,1,1,100.0,98,75,86.55,99,95.26
罗建华,计算机科学与技术,3,男,83,71,80,1,1,1,100.0,75,99,86.9,67,72.97
曾海燕,电子信息工程,3,女,100,84,88,1,1,1,100.0,97,90,93.95,85,87.68
蓝婷婷,英语,4,女,87,63,73,1,1,1,100.0,71,84,81.05,77,78.22
窦凤兰,电子信息工程,3,男,88,73,79,1,1,1,100.0,89,82,86.75,90,89.02
房飞,金融学,3,男,80,71,72,1,1,1,100.0,93,80,85.55,95,92.16
张凤兰,英语,1,男,86,69,99,1,1,1,100.0,98,72,87.9,89,88.67
